vehicle_density,waiting_time,flow_rate,queue_length,emergency_vehicle,opposing_density,green_duration
51,27,34,8,0,24,41
29,33,37,5,0,23,24
85,42,57,26,0,64,45
90,56,50,20,0,78,48
58,33,32,6,0,65,20
17,8,0,5,0,5,12
53,29,23,14,0,40,30
45,38,36,11,0,35,27
72,56,57,23,0,81,53
46,29,21,13,0,57,22
58,10,20,9,0,53,34
95,53,46,29,0,80,57
86,53,47,23,0,97,52
19,1,13,1,0,8,12
19,5,9,5,0,2,10
55,39,38,16,0,62,24
98,57,50,29,0,69,59
41,27,25,11,0,30,43
7,12,10,4,0,17,15
28,12,30,19,0,22,40
47,20,26,13,0,62,34
91,59,51,21,0,54,48
77,48,58,22,0,67,45
68,26,30,19,0,41,33
55,21,32,6,0,42,36
49,37,33,16,0,51,33
43,15,37,12,0,43,25
66,24,30,10,0,20,37
10,11,7,6,0,1,15
89,49,57,21,0,57,54
7,3,3,4,0,1,17
66,35,24,6,0,59,26
47,23,37,10,1,37,31
26,15,24,7,0,66,29
18,11,10,7,0,6,16
13,1,9,2,0,15,12
67,22,29,13,0,63,44
34,25,27,14,0,38,40
33,10,35,14,0,41,22
87,50,55,21,0,55,55
63,38,21,13,0,48,20
11,6,7,4,0,0,15
77,52,58,20,0,82,58
24,26,27,13,0,28,43
69,16,34,9,1,69,44
99,53,41,25,0,57,51
68,23,25,12,0,46,27
34,21,36,5,0,35,28
68,38,32,9,0,24,29
32,10,39,13,0,27,29
60,12,30,16,0,68,36
3,6,13,6,0,0,17
49,21,22,17,0,57,30
19,6,10,7,0,6,16
92,46,49,29,0,90,46
3,8,11,0,0,17,17
39,19,31,9,0,27,35
44,22,32,19,0,62,41
47,20,38,7,0,26,25
64,16,24,11,0,27,36
52,23,36,14,0,65,35
61,38,36,15,0,69,39
15,2,7,5,0,8,13
81,51,56,28,0,97,56
58,27,34,10,1,62,39
75,44,57,27,0,75,48
62,19,31,9,0,39,24
48,25,33,10,0,39,38
74,57,41,25,0,80,55
53,27,26,14,0,42,33
44,38,22,15,0,53,36
81,56,49,22,0,67,57
68,13,29,15,0,60,34
4,0,7,7,0,7,12
38,24,25,12,0,67,30
68,26,31,17,0,65,42
73,44,59,27,0,56,59
48,39,26,5,1,43,30
72,43,43,28,0,68,54
15,0,11,1,0,12,11
94,50,41,26,0,78,46
6,12,4,0,0,18,16
32,14,21,13,0,43,25
76,46,58,25,0,92,51
23,35,25,5,0,47,26
0,14,0,2,0,9,10
56,29,20,8,0,60,33
86,53,43,24,0,66,50
21,32,24,8,0,40,32
44,35,26,8,0,55,36
85,53,55,27,0,77,52
44,28,20,6,0,29,37
68,36,32,5,0,32,44
43,12,34,7,0,49,22
83,51,51,20,0,70,53
10,8,1,9,0,5,13
10,6,12,4,0,5,11
43,34,34,14,0,43,35
25,31,22,14,0,65,23
75,50,51,29,0,56,55
0,12,17,8,0,8,16
79,41,45,22,0,55,47
80,54,52,23,0,87,59
17,6,14,1,0,8,17
39,11,30,14,0,49,29
20,11,20,7,0,39,42
23,21,39,6,0,52,43
4,10,12,7,0,1,15
68,20,38,7,0,56,36
76,49,50,22,0,91,58
61,39,29,14,0,61,21
58,16,39,15,0,53,33
8,3,18,3,0,12,13
41,27,31,14,0,28,25
99,54,46,24,0,86,51
4,12,16,9,0,7,10
14,3,17,8,0,3,14
44,22,37,17,0,21,35
88,48,42,28,0,59,45
8,11,14,2,0,8,19
60,32,26,12,0,44,28
71,48,56,20,0,55,49
78,53,43,23,0,57,54
90,43,55,25,0,89,50
48,27,29,14,0,20,26
34,13,39,14,0,53,33
1,6,9,5,0,12,10
34,26,35,17,0,68,21
80,49,42,20,0,59,52
69,14,25,18,0,30,39
1,4,0,3,0,2,18
11,9,1,9,0,5,11
1,9,15,0,0,15,11
90,51,47,29,0,99,47
30,30,30,8,0,37,44
53,35,28,18,0,61,42
25,23,23,14,0,58,36
68,15,30,18,1,30,26
91,58,49,28,0,96,57
21,25,28,16,0,60,32
51,31,21,12,0,67,21
91,47,44,28,0,59,51
29,24,30,18,0,64,36
71,50,48,22,0,69,59
68,31,27,14,0,37,44
88,47,47,22,0,71,45
83,58,48,24,0,81,55
14,13,10,3,0,11,17
99,51,55,24,0,53,55
78,43,51,28,0,75,50
58,37,38,12,0,32,32
21,19,32,14,0,33,35
70,56,52,21,0,92,52
98,51,59,24,0,92,45
52,39,31,19,0,47,42
0,12,14,6,0,9,15
63,20,39,10,0,38,21
52,17,33,13,0,42,24
44,17,35,10,0,34,20
75,53,43,21,0,67,47
58,24,20,15,0,30,36
38,34,34,7,0,31,39
78,48,46,29,0,72,55
8,12,18,3,0,3,10
28,22,27,11,0,62,31
0,7,3,2,0,9,13
60,22,31,15,0,37,31
89,51,50,28,0,74,47
68,23,20,5,0,27,24
54,28,28,10,0,35,20
65,10,35,19,0,63,35
43,24,34,7,0,21,29
86,47,43,24,0,50,48
51,10,36,14,0,42,39
21,37,38,12,0,30,41
60,36,28,8,0,20,36
79,44,57,25,0,55,52
33,21,29,10,0,50,26
79,49,55,26,0,86,51
80,54,59,24,0,53,59
79,52,47,25,0,75,58
41,26,37,15,0,69,27
58,32,29,15,0,28,26
22,12,20,9,0,53,44
51,15,32,9,0,38,20
90,41,54,22,0,64,50
56,29,21,10,0,47,42
51,36,25,18,0,43,32
18,2,18,7,0,13,17
55,19,36,8,0,48,23
72,54,41,28,0,55,54
17,5,0,6,0,3,18
84,47,45,21,0,96,54
5,13,16,8,0,4,16
38,29,26,12,0,42,35
75,45,48,23,0,54,53
76,54,54,29,0,73,57
3,0,13,7,0,15,10
29,18,22,10,0,44,34
13,6,3,1,0,4,15
76,54,40,27,0,50,55
91,50,49,20,0,96,54
32,18,30,15,0,25,32
50,31,24,19,0,33,34
3,1,6,9,0,17,10
32,10,20,19,0,44,32
70,44,48,28,0,57,45
0,11,4,7,0,0,18
61,19,22,5,0,62,37
36,37,33,8,0,68,31
87,42,50,28,0,66,46
79,54,40,26,0,73,57
15,13,1,0,0,8,15
99,54,58,25,0,80,55
78,52,42,24,0,70,54
23,36,39,11,0,30,35
36,22,30,18,0,57,41
67,28,24,18,0,23,35
45,34,23,7,1,64,41
47,10,31,8,0,21,36
40,38,28,17,0,35,35
61,21,27,15,0,32,44
93,42,59,22,0,68,57
41,27,21,6,0,50,20
10,0,6,4,0,18,10
5,10,16,8,0,11,16
24,20,23,15,0,43,42
76,43,52,20,0,70,48
22,38,36,16,0,59,34
47,30,39,7,0,34,36
29,24,29,12,0,20,22
95,51,40,22,0,68,57
73,43,56,21,0,71,47
8,6,3,4,0,8,19
93,50,48,26,0,50,48
88,53,56,25,0,63,56
32,15,36,16,0,57,26
48,14,25,19,0,44,35
32,29,29,12,0,50,32
69,29,21,5,0,42,32
52,11,20,12,0,22,26
91,52,57,27,0,82,49
7,14,19,3,0,0,18
71,40,43,26,0,75,45
19,4,12,6,0,17,13
20,19,28,7,0,45,28
35,33,37,18,0,53,20
78,52,41,26,0,70,47
10,0,6,3,0,4,18
70,41,58,23,1,91,57
97,45,43,23,0,67,54
27,26,24,17,0,46,32
95,53,42,24,0,82,59
31,20,27,13,0,41,21
39,33,33,5,0,23,30
19,0,15,2,0,8,18
86,51,52,27,0,82,45
60,32,24,15,0,68,37
7,2,4,6,0,17,11
52,24,37,17,0,35,35
8,6,13,4,0,5,15
89,55,51,20,0,76,53
93,44,51,28,0,82,53
63,18,28,6,0,58,23
93,41,53,22,0,52,51
17,12,9,8,0,8,11
56,38,36,11,0,68,28
51,33,37,9,0,62,32
0,0,11,3,0,8,16
24,14,36,18,0,44,38
21,19,35,9,0,32,32
27,20,37,12,0,29,20
12,0,7,2,0,3,12
22,38,26,6,0,68,25
48,19,38,7,0,34,20
64,35,35,8,0,32,20
83,53,47,23,0,68,59
99,58,48,24,0,95,50
50,14,25,14,0,32,38
38,10,27,10,0,21,27
92,50,56,26,0,57,50
77,48,41,25,0,75,55
27,23,35,16,0,45,43
17,8,1,8,0,1,19
31,18,23,13,0,57,20
65,31,37,10,0,35,34
82,50,46,20,0,71,51
12,14,0,4,0,9,12
65,12,32,17,0,25,27
81,54,47,26,0,68,58
0,10,18,0,0,2,13
97,45,45,26,0,72,58
93,44,48,29,0,61,49
97,57,51,22,0,88,45
37,10,24,15,0,52,26
10,14,17,0,0,6,19
54,39,31,7,0,63,44
67,29,37,19,0,57,40
70,42,44,25,0,66,58
2,9,12,2,0,14,12
17,6,12,3,0,9,18
97,47,58,24,0,97,51
78,50,50,26,0,65,54
81,45,51,29,0,53,59
87,47,50,26,0,52,45
65,38,37,8,0,25,25
45,26,22,19,0,54,35
37,24,24,18,0,60,42
82,42,46,25,0,64,49
9,0,18,2,0,12,10
15,8,14,7,0,2,10
68,18,32,15,0,57,20
50,31,39,11,0,55,22
14,7,0,3,0,4,16
34,15,20,11,0,32,25
15,9,8,8,0,16,17
99,51,53,29,0,78,46
6,9,14,7,0,5,11
6,13,10,9,0,3,17
73,51,44,26,0,79,57
45,14,38,9,0,62,26
94,48,48,29,0,54,57
46,17,39,14,0,48,22
77,48,51,21,0,51,46
23,32,37,8,0,37,29
36,35,39,8,0,43,21
3,0,12,3,0,7,11
9,11,9,9,0,19,19
65,11,24,8,0,27,26
11,1,18,9,0,13,12
84,45,49,26,1,99,54
52,39,24,19,0,20,27
38,34,31,19,0,20,38
23,14,26,11,0,23,34
74,48,41,26,0,66,48
53,20,21,5,0,42,28
71,54,49,29,0,72,55
78,57,43,28,0,97,47
5,9,15,3,0,12,13
25,35,30,12,0,29,20
95,51,53,28,0,53,56
55,11,37,18,0,62,29
41,13,38,6,0,38,35
67,27,30,11,0,44,32
94,43,58,21,0,51,50
4,3,4,3,0,9,19
29,15,36,9,0,66,44
87,43,47,27,0,84,54
5,10,13,4,0,16,18
6,5,18,2,0,0,13
45,17,38,11,0,25,20
88,50,54,26,0,92,47
79,51,40,27,0,59,59
16,1,4,1,0,16,15
43,22,35,15,0,54,20
12,9,4,9,0,0,18
29,29,26,12,0,48,31
39,35,35,7,0,31,40
53,16,32,7,0,45,22
34,31,25,8,0,40,26
48,39,24,18,0,37,22
69,33,21,17,0,34,24
56,14,22,19,0,42,37
73,40,55,27,0,56,53
50,36,31,19,0,29,26
56,25,28,11,0,33,30
79,48,43,29,0,80,45
52,11,32,12,0,35,38
69,28,30,17,0,61,32
9,3,17,3,0,4,14
31,35,22,17,0,21,37
6,9,8,5,0,11,10
75,58,58,22,0,91,55
82,57,42,29,0,52,51
95,51,59,26,0,73,52
56,39,38,9,0,63,40
6,14,5,4,0,12,19
23,17,30,5,0,45,30
82,55,40,25,0,56,46
33,25,30,8,0,36,31
18,10,8,4,0,15,13
74,43,41,25,1,66,58
20,38,39,19,0,34,37
49,11,29,15,0,54,26
37,22,32,12,0,31,36
97,51,52,28,0,95,51
43,28,38,8,0,67,23
48,33,35,19,0,61,42
45,23,26,17,0,26,24
92,51,45,20,0,93,59
46,37,39,19,0,62,35
51,14,39,18,0,45,34
55,17,38,15,1,51,35
91,50,47,28,0,73,56
72,43,59,24,0,77,53
81,53,40,27,0,50,46
43,26,38,11,0,34,44
93,40,55,27,0,94,59
33,36,26,19,0,35,38
70,51,57,23,0,89,55
45,31,20,14,0,66,41
28,33,34,8,0,63,24
74,48,53,29,0,89,45
48,39,20,8,0,43,40
70,48,42,22,0,65,54
25,38,36,9,0,43,36
87,50,46,29,0,93,57
17,2,19,4,0,11,16
75,46,49,27,0,53,49
59,34,26,19,0,68,30
61,24,33,8,0,53,31
39,14,25,18,0,59,26
35,29,34,18,0,48,31
12,10,16,4,0,9,19
46,32,28,9,0,28,40
62,20,26,9,0,24,24
60,37,35,13,0,23,21
87,45,50,24,0,54,53
95,57,58,22,0,80,45
1,8,8,4,0,2,12
75,43,52,24,0,66,50
66,35,29,12,0,41,34
93,49,59,28,0,50,46
99,53,47,25,1,76,57
90,40,50,28,1,67,48
6,7,18,5,0,0,15
65,12,30,7,0,46,34
12,4,3,8,0,1,17
26,10,31,9,0,63,31
53,34,23,8,0,35,29
2,2,5,2,0,19,12
29,12,25,17,0,42,37
9,14,3,6,0,6,16
29,28,36,16,0,42,39
10,10,15,0,0,18,13
56,16,21,5,0,59,20
96,49,56,29,1,93,52
54,26,28,14,0,57,44
63,14,32,15,0,41,30
53,21,21,14,0,54,29
6,0,11,4,0,3,10
21,21,20,18,0,31,38
43,33,30,17,0,29,27
27,18,26,18,0,62,27
66,37,22,11,0,34,21
31,34,39,8,0,22,44
71,51,44,25,0,77,55
22,13,25,12,0,41,35
49,30,39,14,0,40,20
90,53,48,20,0,80,51
41,21,25,9,0,24,28
83,51,49,23,0,94,57
27,32,29,7,0,54,24
5,9,19,3,0,1,13
20,35,38,16,0,63,26
13,7,19,5,0,8,17
85,52,46,26,0,63,56
63,29,34,8,0,67,22
93,45,55,27,0,87,54
51,22,25,12,0,31,43
37,22,26,11,0,59,40
89,52,41,23,0,74,46
87,44,58,29,0,81,49
86,52,56,28,0,63,58
4,2,13,8,0,7,15
10,13,7,2,0,17,12
31,24,37,9,0,30,34
50,22,33,5,0,44,20
14,11,5,5,0,14,13
73,41,51,26,0,90,52
42,30,31,13,0,23,39
67,36,33,18,0,31,28
87,41,47,27,0,91,52
16,8,11,0,0,11,18
74,55,45,20,0,63,50
10,11,12,3,0,5,15
59,17,27,12,0,63,34
2,13,7,6,0,4,19
35,39,21,11,0,23,21
24,27,29,11,0,34,28
44,34,36,9,0,67,25
42,26,23,17,0,49,39
81,43,52,26,0,94,55
35,19,30,19,0,50,33
17,4,16,2,0,18,13
35,21,32,5,0,51,24
81,56,54,21,0,97,45
28,36,24,11,0,33,36
70,40,52,25,0,82,58
92,49,58,22,0,72,48
61,36,21,8,0,26,35
69,29,38,13,0,61,32
36,31,32,16,0,51,27
37,11,35,16,0,45,40
55,35,21,12,0,62,37
7,6,14,0,0,5,16
92,42,46,24,0,77,52
21,31,32,16,0,28,21
98,44,50,25,0,73,51
31,32,34,19,0,32,42
64,27,22,5,0,64,24
24,37,38,9,0,37,40
43,17,34,9,0,42,41
25,37,22,11,0,25,35
86,52,40,25,0,94,56
11,6,14,2,0,15,17
38,36,27,11,0,21,36
0,5,12,9,0,19,10
74,53,59,29,0,82,55
69,25,37,12,0,61,24
90,45,42,27,0,90,49
21,16,36,14,0,61,39
64,21,30,17,0,24,44
56,11,28,10,0,38,33
54,38,29,5,0,27,20
73,46,53,24,0,92,45
72,44,54,22,0,62,47
50,18,36,12,0,32,24
20,34,34,8,0,29,44
11,13,19,2,0,9,16
93,55,53,22,0,95,46
41,28,22,16,0,29,28
54,28,30,10,0,38,25
12,11,9,2,0,12,17
10,2,10,5,0,8,18
22,29,35,7,0,62,27
80,51,55,21,0,84,59
40,23,37,19,0,65,24
94,47,54,22,0,87,47
7,5,19,6,0,2,19
35,26,38,15,0,24,33
77,44,46,26,0,90,48
93,56,54,23,0,78,48
15,13,15,9,0,13,13
9,14,3,1,0,13,11
35,24,24,17,0,22,35
70,43,40,24,0,57,52
51,35,21,16,0,26,30
74,45,50,20,0,73,49
36,17,32,15,0,46,41
24,27,22,15,0,35,25
17,13,5,7,0,14,10
48,34,24,9,0,25,21
62,13,28,12,0,67,30
51,10,35,7,0,45,27
0,9,8,5,0,16,19
38,34,25,9,0,38,37
33,30,29,16,0,59,29
82,51,47,29,0,95,55
3,14,16,2,0,6,10
26,29,26,12,0,64,29
40,30,24,19,0,46,43
46,31,36,8,0,67,38
46,12,36,19,0,41,36
42,15,31,13,0,39,36
76,55,52,22,0,79,50
6,4,6,1,0,16,18
40,37,35,14,0,24,37
10,8,10,5,0,12,15
67,37,35,18,0,33,35
39,22,34,16,0,45,37
55,17,27,10,0,46,43
9,8,16,0,0,9,19
70,43,43,29,0,58,58
3,4,12,6,0,4,17
70,45,50,24,1,50,53
66,12,29,13,0,54,41
36,23,26,8,0,59,23
43,24,24,17,0,24,36
21,20,26,10,0,56,37
13,11,16,4,0,14,16
70,45,42,24,0,92,57
87,56,56,23,0,97,46
61,22,31,19,0,46,41
97,52,51,21,1,83,51
19,12,2,0,0,8,18
72,58,43,26,0,93,58
24,32,29,16,0,66,20
17,1,1,4,0,9,13
24,27,34,8,0,50,31
46,21,20,14,0,59,20
17,0,10,6,0,11,15
37,24,36,18,0,40,35
60,20,32,6,0,43,41
43,17,32,14,0,25,35
57,22,33,18,0,29,43
81,48,43,26,0,83,51
24,24,37,8,0,58,27
43,30,30,15,1,36,24
57,35,26,16,0,66,38
32,14,22,7,0,67,41
73,52,47,22,0,51,59
82,49,42,24,0,62,54
69,12,36,12,0,63,42
40,32,22,5,1,48,40
52,17,31,18,0,34,40
14,9,6,9,0,5,14
55,36,22,13,0,68,33
81,40,58,22,0,68,57
41,30,23,12,0,63,26
50,32,32,5,0,33,39
72,57,53,22,0,73,45
72,52,54,21,0,75,47
3,3,18,0,0,0,16
89,50,53,25,1,61,45
13,1,8,0,0,7,19
56,15,38,8,0,44,30
64,38,29,6,0,27,33
97,47,45,23,0,52,59
56,15,38,6,0,62,24
22,39,27,10,0,63,44
9,5,13,8,0,4,11
72,51,42,23,1,68,54
86,55,48,28,0,58,56
34,11,30,15,0,51,25
58,12,27,6,0,53,44
93,58,46,21,0,88,56
55,26,24,16,0,39,32
87,59,48,23,0,57,45
78,59,52,21,0,58,58
20,37,24,19,0,20,33
43,13,37,18,0,44,29
26,19,32,8,0,55,43
7,10,9,4,0,11,18
23,19,23,19,0,29,40
35,24,38,17,0,37,31
20,25,21,12,0,47,20
41,30,23,18,0,35,42
51,25,38,19,1,61,40
20,30,36,13,0,69,26
11,6,13,5,0,1,17
25,14,24,13,0,60,25
6,8,4,4,0,12,17
37,34,38,10,0,21,32
47,35,30,5,0,49,36
5,14,4,7,0,12,19
76,55,55,27,0,77,46
35,22,28,14,0,32,23
33,28,31,9,0,51,25
19,13,19,7,0,15,15
49,34,21,18,0,36,34
51,22,36,12,0,46,22
53,24,20,13,0,55,31
58,27,34,14,0,64,35
12,13,16,7,0,12,17
93,43,41,21,0,96,58
66,35,39,14,0,39,30
42,14,28,8,0,37,36
29,11,25,16,0,64,37
98,53,44,21,0,92,55
6,8,4,6,0,2,11
18,3,19,6,0,6,10
15,2,14,6,0,16,19
25,37,36,5,0,69,44
59,16,23,6,0,33,38
8,5,16,2,0,15,18
3,0,7,1,0,10,17
75,53,49,29,0,88,52
53,36,35,13,0,31,41
98,56,41,20,1,68,55
39,39,32,12,0,36,31
83,47,50,27,0,88,56
35,22,39,7,0,56,39
53,35,32,18,0,53,38
44,27,37,12,0,64,32
89,52,59,21,0,68,57
5,13,3,5,0,6,13
26,12,34,5,0,35,44
43,24,33,10,0,33,36
36,25,27,11,0,63,28
19,0,9,0,0,3,10
42,11,27,17,0,39,41
42,18,22,7,0,65,36
49,32,34,15,0,21,26
25,36,27,16,0,52,35
10,14,14,7,0,5,18
26,27,28,11,0,55,31
99,59,53,27,0,56,54
77,44,51,23,0,99,55
19,3,17,6,0,5,13
47,30,35,16,0,54,36
72,59,46,21,0,97,50
16,3,14,0,0,7,15
28,18,32,10,0,34,37
30,17,25,12,0,67,26
36,16,27,11,0,66,23
94,48,52,21,0,50,48
67,30,30,8,0,40,38
87,58,50,22,0,91,49
7,10,15,6,0,19,16
14,7,6,1,0,5,14
98,57,54,26,0,86,52
7,5,1,8,0,17,10
89,44,47,22,0,94,56
37,33,20,13,0,63,29
81,50,43,22,0,80,53
74,52,48,21,0,82,52
79,41,48,21,0,79,50
92,50,56,23,0,65,45
30,15,39,7,0,56,28
81,49,58,24,0,90,55
96,59,56,29,0,77,54
16,9,19,8,0,7,14
89,53,50,25,0,61,50
54,32,23,5,0,41,25
10,7,2,5,0,13,18
11,14,12,9,0,17,18
15,0,7,7,0,11,14
42,22,36,18,0,68,25
76,40,54,23,0,79,56
43,39,21,7,0,66,44
75,51,59,26,0,87,54
49,34,23,5,0,43,33
13,14,1,3,0,19,17
44,12,24,10,0,59,25
76,58,46,22,0,82,58
47,23,23,10,0,40,20
34,21,22,15,0,33,21
45,28,31,6,0,29,35
62,30,34,7,0,40,40
63,32,24,11,0,37,40
53,19,38,13,0,59,43
52,15,31,13,0,68,21
37,32,30,6,0,60,34
32,22,20,8,0,55,23
47,35,34,8,0,54,26
55,19,28,18,0,62,26
74,43,43,28,0,78,46
43,36,26,14,0,58,35
5,1,7,6,0,13,18
91,57,51,26,0,88,53
29,11,33,17,0,57,28
82,44,53,24,1,88,52
92,54,47,20,0,68,46
66,23,38,18,0,45,36
38,36,35,8,0,52,38
92,50,44,20,0,57,54
12,9,17,9,0,16,13
22,39,34,14,0,64,41
96,56,43,22,0,90,51
78,48,53,26,0,74,54
82,48,54,26,0,54,52
25,37,32,14,0,34,25
3,10,17,2,0,11,14
5,4,5,7,0,19,15
36,18,38,6,0,56,25
15,3,16,3,0,2,14
18,12,13,3,0,6,13
46,23,21,5,0,51,37
72,45,52,28,0,58,59
41,25,21,14,0,57,21
40,33,33,15,0,65,31
89,40,51,26,0,51,45
56,19,31,5,0,54,34
75,43,58,24,0,58,50
91,59,43,21,0,57,57
78,40,52,21,0,83,55
33,31,34,18,0,48,34
46,18,24,9,0,43,23
17,8,2,3,0,7,17
14,6,16,5,0,11,11
66,24,24,9,0,47,44
46,18,23,19,0,69,20
35,35,37,10,0,38,44
4,10,1,6,0,14,18
56,24,39,16,0,61,43
45,23,29,5,0,21,35
28,16,35,14,0,28,41
85,48,56,23,0,89,51
39,21,26,12,0,44,28
6,7,16,0,0,1,17
87,49,41,21,0,97,51
11,11,13,8,0,3,11
86,46,55,24,0,95,46
35,17,37,19,0,60,25
94,53,53,28,0,96,59
83,40,49,23,0,73,46
96,47,40,20,0,58,49
42,20,37,13,0,32,43
36,14,32,18,0,52,29
48,17,38,10,0,58,35
41,19,29,14,0,35,20
45,30,33,7,0,36,33
90,48,47,20,0,56,45
25,35,21,15,1,67,41
50,21,22,18,0,34,34
19,12,11,9,0,1,12
30,34,29,14,0,39,40
8,12,4,7,0,9,10
58,37,33,9,0,45,40
15,10,9,6,0,11,12
57,12,21,8,0,44,22
74,50,42,24,0,69,54
37,28,23,8,0,35,25
60,36,32,13,0,38,33
84,42,44,24,0,65,58
76,53,45,24,0,57,46
51,35,36,7,0,41,39
76,57,57,21,1,80,46
33,14,30,12,0,48,30
91,43,54,22,0,83,52
44,33,36,14,0,37,38
83,55,57,29,0,66,51
79,44,42,22,0,84,50
12,2,17,2,0,15,13
63,28,38,12,0,21,32
98,52,41,22,0,97,56
86,49,57,22,1,68,52
61,32,39,8,0,23,24
92,47,44,26,0,63,56
99,57,58,21,0,99,56
85,41,57,23,0,84,51
57,12,38,8,0,22,27
51,38,26,6,0,47,35
82,49,53,28,0,99,55
22,20,37,15,0,34,30
19,11,10,2,0,4,19
53,13,21,6,0,24,39
10,13,17,5,0,9,15
41,20,38,5,0,51,43
19,3,13,9,0,8,14
7,7,3,9,0,4,15
46,17,28,19,0,60,26
66,28,34,9,0,25,38
16,9,18,9,0,2,12
10,3,17,8,0,9,14
19,12,9,6,0,3,13
72,41,43,20,0,82,50
63,10,26,7,0,63,31
47,23,31,8,0,57,29
60,11,26,13,0,56,20
51,17,20,6,0,51,20
15,14,9,3,0,7,14
36,16,36,16,0,41,34
87,57,45,21,0,81,49
18,1,1,3,0,18,18
32,36,31,7,0,65,43
42,31,23,9,0,53,38
59,26,32,11,0,33,33
84,58,59,27,0,53,58
93,45,45,22,0,52,55
29,27,20,15,0,55,22
63,22,31,13,0,51,32
55,30,34,16,0,40,30
25,18,20,16,0,25,20
30,12,29,18,0,39,40
50,35,29,11,0,42,36
83,44,56,21,0,71,59
15,3,10,1,0,14,14
17,12,3,0,0,14,12
59,15,33,19,0,67,34
84,40,51,29,0,91,48
30,31,35,17,0,33,38
73,46,47,27,1,96,58
8,9,11,3,0,0,15
30,14,37,12,0,39,32
0,5,17,4,0,15,15
89,57,41,26,0,72,57
86,55,57,27,0,52,45
45,32,25,16,0,64,27
14,9,16,0,0,12,12
74,50,57,22,0,54,53
88,52,45,24,0,95,50
30,24,28,9,0,58,26
0,8,7,4,0,7,10
49,24,23,11,0,32,33
67,39,26,19,0,35,31
46,22,22,19,0,26,37
88,53,59,25,0,81,54
89,57,57,23,0,71,49
59,30,30,6,0,60,28
78,40,41,23,0,85,46
33,29,29,5,0,65,40
7,14,4,7,0,7,18
68,29,34,19,0,36,27
69,38,24,13,0,53,38
22,26,33,18,0,54,20
98,43,40,20,0,75,52
87,55,49,27,0,65,56
18,0,2,8,0,4,10
73,54,58,27,0,72,59
58,24,27,18,0,61,37
80,42,54,22,0,82,58
16,9,7,1,0,9,19
47,21,39,5,0,54,31
81,41,41,20,0,71,47
20,33,23,13,0,50,21
81,49,52,25,0,72,59
42,29,32,12,0,27,37
3,14,4,9,0,8,16
9,13,3,5,0,8,10
43,36,26,13,0,31,40
90,49,40,23,0,78,51
23,36,23,17,0,39,28
17,0,0,5,0,1,13
18,4,1,6,0,2,16
22,24,37,17,0,42,26
59,23,23,8,0,63,21
52,29,26,16,0,51,28
86,52,49,25,0,52,56
14,11,12,9,0,12,10
57,22,36,19,0,34,33
93,43,42,21,0,59,58
48,35,37,9,0,29,28
52,27,33,10,1,20,36
14,3,14,5,0,13,15
78,46,50,26,0,87,51
65,37,22,11,0,48,42
3,6,12,1,0,17,19
62,33,34,5,0,29,39
82,41,58,25,0,93,46
43,33,23,11,0,66,31
69,34,35,9,0,25,36
58,18,32,8,0,28,34
90,59,47,24,0,68,57
5,3,10,9,0,11,16
90,53,46,20,0,88,56
54,35,37,18,0,33,22
99,46,46,24,0,96,59
55,36,27,17,0,41,27
24,29,23,15,0,68,34
90,55,54,27,0,83,55
46,18,24,7,0,22,40
9,4,2,5,0,17,16
44,13,26,18,0,42,37
55,37,35,6,0,35,42
75,40,51,28,0,94,54
51,17,27,12,0,65,43
76,46,49,23,0,99,55
88,53,52,21,0,99,57
9,10,8,4,0,8,19
55,29,36,7,0,33,36
0,8,16,1,0,16,12
44,38,21,6,0,28,39
96,45,51,28,0,93,54
85,44,51,27,0,58,51
50,28,39,11,0,49,40
86,46,49,26,0,83,57
17,7,0,1,0,2,10
53,25,30,13,0,21,21
56,13,31,14,0,47,22
89,57,49,20,0,83,51
90,57,58,23,0,78,53
46,37,38,5,0,38,39
16,4,14,1,0,6,10
64,13,20,5,0,20,35
14,5,1,8,0,10,12
44,25,22,5,0,46,34
10,4,15,9,0,15,12
9,13,4,3,0,11,16
78,56,59,28,0,93,45
67,39,31,13,0,36,23
6,10,2,0,0,14,19
23,26,36,16,0,42,33
3,5,18,7,0,19,15
6,13,11,3,0,1,17
50,29,35,8,0,57,23
12,4,14,9,0,13,16
17,13,9,1,0,6,19
4,0,13,1,0,7,17
36,15,34,19,0,59,38
2,5,7,9,0,17,17
47,20,25,18,0,20,44
51,22,20,12,0,23,43
71,59,55,22,0,89,56
11,10,0,0,0,16,11
8,11,3,3,0,8,16
19,3,0,5,0,14,12
92,48,56,24,0,52,48
6,9,10,7,0,4,19
38,21,39,10,0,49,33
10,11,4,9,0,4,16
5,6,3,9,0,13,17
17,2,16,7,0,12,14
61,22,29,18,0,31,20
99,59,59,26,0,62,58
41,27,35,17,0,65,22
2,3,4,9,0,1,14
0,3,11,7,0,9,10
71,43,58,20,0,55,53
8,11,7,3,0,5,12
76,43,46,24,0,64,46
85,46,47,25,0,88,46
19,6,2,4,0,2,17
14,9,1,3,0,18,10
34,35,37,13,0,28,42
1,13,5,7,0,15,14
10,5,2,1,0,10,15
50,10,20,16,0,46,25
63,21,22,18,0,21,26
58,20,30,18,0,51,30
67,12,29,9,0,59,37
29,29,28,18,0,30,20
96,45,44,22,0,58,47
17,10,11,2,0,5,16
37,22,38,11,0,54,42
